Card_Code_1,Card_Code_2,Add_Code,Add_Card_KR,Base_Damage_1,Base_Damage_2,Damage_Count,Last_Damage_Count,Fire_Effect_1,Fire_Effect_2,Elec_Effect_1,Elec_Effect_2,Captiv_Effect_1,Captiv_Effect_2,Curse_Effect_1,Curse_Effect_2,Recover_HP,Attack_Effect_Code,Explain_Up_1,Explain_Up_2,Explain_Down
C3A,E1A,C3CE1A,강화 LV.1 솔로(3타격) + 강화 LV.1 스파크,3,0,3,3,0,0,5,0,0,0,0,0,0,,적에게 3데미지 무조건 3회 공격!,적에게 3데미지 무조건 3회 공격!,손상 2턴 + 3턴
C3A,M1A,C3CM1A,강화 LV.1 솔로(3타격) + 강화 LV.1 매혹,3,0,3,0,0,0,0,0,5,0,0,0,0,,적에게 3데미지 무조건 3회 공격!,적에게 3데미지 무조건 3회 공격!,혼란 2턴 + 3턴
C3A,V1A,C3CV1A,강화 LV.1 솔로(3타격) + 강화 LV.1 볼륨 업,6,0,3,0,0,0,0,0,0,0,0,0,0,,적에게 6데미지 무조건 3회 공격!,적에게 6데미지 무조건 3회 공격!,기본 공격 데미지 추가!
C3A,G1A,C3CG1A,강화 LV.1 솔로(3타격) + 강화 LV.1 저주,3,0,3,0,0,0,0,0,0,0,5,0,0,,적에게 3데미지 무조건 3회 공격!,적에게 3데미지 무조건 3회 공격!,약화 2턴 + 3턴
C3B,F1A,C3DF1A,강화 LV.2 솔로(3타격) + 강화 LV.1 화염,4,0,3,2,6,0,0,0,0,0,0,0,0,,적에게 4데미지 무조건 3회 공격!,적에게 4데미지 무조건 3회 공격!,화상 3턴 + 3턴
C3B,E1A,C3DE1A,강화 LV.2 솔로(3타격) + 강화 LV.1 스파크,4,0,3,3,0,0,5,0,0,0,0,0,0,,적에게 4데미지 무조건 3회 공격!,적에게 4데미지 무조건 3회 공격!,손상 2턴 + 3턴
C3B,M1A,C3DM1A,강화 LV.2 솔로(3타격) + 강화 LV.1 매혹,4,0,3,0,0,0,0,0,5,0,0,0,0,,적에게 4데미지 무조건 3회 공격!,적에게 4데미지 무조건 3회 공격!,혼란 2턴 + 3턴
C3B,V1A,C3DV1A,강화 LV.2 솔로(3타격) + 강화 LV.1 볼륨 업,8,0,3,0,0,0,0,0,0,0,0,0,0,,적에게 8데미지 무조건 3회 공격!,적에게 8데미지 무조건 3회 공격!,기본 공격 데미지 추가!
C3B,G1A,C3DG1A,강화 LV.2 솔로(3타격) + 강화 LV.1 저주,4,0,3,0,0,0,0,0,0,0,5,0,0,,적에게 4데미지 무조건 3회 공격!,적에게 4데미지 무조건 3회 공격!,약화 2턴 + 3턴
C4A,F1A,C4AF1A,강화 LV.1 하모닉 웨이브 + 강화 LV.1 화염,8,0,1,0,3,0,0,0,0,0,0,0,4,,적에게 6데미지,적에게 8데미지,체력 4회복
C4A,E1A,C4AE1A,강화 LV.1 하모닉 웨이브 + 강화 LV.1 스파크,9,0,1,0,0,0,2,0,0,0,0,0,5,,적에게 6데미지,적에게 9데미지,체력 5회복
C4A,M1A,C4AM1A,강화 LV.1 하모닉 웨이브 + 강화 LV.1 매혹,6,0,1,0,0,0,0,0,2,0,0,0,3,,적에게 6데미지,적에게 6데미지,체력 3회복
C4A,V1A,C4AV1A,강화 LV.1 하모닉 웨이브 + 강화 LV.1 볼륨 업,12,0,1,0,0,0,0,0,0,0,0,0,6,,적에게 6데미지,적에게 12데미지,체력 6회복
C4A,G1A,C4AG1A,강화 LV.1 하모닉 웨이브 + 강화 LV.1 저주,6,0,1,0,0,0,0,0,0,0,2,0,3,,적에게 6데미지,적에게 6데미지,체력 3회복
C4B,F1A,C4BF1A,강화 LV.2 하모닉 웨이브 + 강화 LV.1 화염,11,0,1,0,3,0,0,0,0,0,0,0,6,,적에게 9데미지,적에게 11데미지,체력 6회복
C4B,E1A,C4BE1A,강화 LV.2 하모닉 웨이브 + 강화 LV.1 스파크,12,0,1,0,0,0,2,0,0,0,0,0,6,,적에게 9데미지,적에게 12데미지,체력 6회복
C4B,M1A,C4BM1A,강화 LV.2 하모닉 웨이브 + 강화 LV.1 매혹,9,0,1,0,0,0,0,0,2,0,0,0,5,,적에게 9데미지,적에게 9데미지,체력 5회복
C4B,V1A,C4BV1A,강화 LV.2 하모닉 웨이브 + 강화 LV.1 볼륨 업,18,0,1,0,0,0,0,0,0,0,0,0,9,,적에게 9데미지,적에게 18데미지,체력 9회복
C4B,G1A,C4BG1A,강화 LV.2 하모닉 웨이브 + 강화 LV.1 저주,9,0,1,0,0,0,0,0,0,0,2,0,5,,적에게 9데미지,적에게 9데미지,체력 5회복
C1A,F1B,C1AF1B,강화 LV.1 브레이크 + 강화 LV.2 화염,12,0,1,0,4,0,0,0,0,0,0,0,0,,적에게 9데미지,적에게 12데미지,적 화상 4턴 부여
C1A,E1B,C1AE1B,강화 LV.1 브레이크 + 강화 LV.2 스파크,13,0,1,0,0,0,4,0,0,0,0,0,0,,적에게 9데미지,적에게 13데미지,적 손상 4턴 부여
C1A,M1B,C1AM1B,강화 LV.1 브레이크 + 강화 LV.2 매혹,9,0,1,0,0,0,0,0,4,0,0,0,0,,적에게 9데미지,적에게 9데미지,적 혼란 4턴 부여
C1A,V1B,C1AV1B,강화 LV.1 브레이크 + 강화 LV.2 볼륨 업,32,0,1,0,0,0,0,0,0,0,0,0,0,,적에게 9데미지,적에게 31.5데미지,공격피해 100% 상승
C1A,G1B,C1AG1B,강화 LV.1 브레이크 + 강화 LV.2 저주,9,0,1,0,0,0,0,0,0,0,4,0,0,,적에게 9데미지,적에게 9데미지,적 약화 4턴 부여
C1B,F1B,C1BF1B,강화 LV.2 브레이크 + 강화 LV.2 화염,18,0,1,0,4,0,0,0,0,0,0,0,0,,적에게 15데미지,적에게 18데미지,적 화상 4턴 부여
C1B,E1B,C1BE1B,강화 LV.2 브레이크 + 강화 LV.2 스파크,19,0,1,0,0,0,4,0,0,0,0,0,0,,적에게 15데미지,적에게 19데미지,적 손상 4턴 부여
C1B,M1B,C1BM1B,강화 LV.2 브레이크 + 강화 LV.2 매혹,15,0,1,0,0,0,0,0,4,0,0,0,0,,적에게 15데미지,적에게 15데미지,적 혼란 4턴 부여
C1B,V1B,C1BV1B,강화 LV.2 브레이크 + 강화 LV.2 볼륨 업,53,0,1,0,0,0,0,0,0,0,0,0,0,,적에게 15데미지,적에게 52.5데미지,공격피해 100% 상승
C1B,G1B,C1BG1B,강화 LV.2 브레이크 + 강화 LV.2 저주,15,0,1,0,0,0,0,0,0,0,4,0,0,,적에게 15데미지,적에게 15데미지,적 약화 4턴 부여
C2A,F1B,C2AF1B,강화 LV.1 디스토션 + 강화 LV.2 화염,9,5,1,0,3,3,0,0,0,0,0,0,0,,적에게 6데미지,적에게 9데미지,주변 모든 적 5데미지 + 화상 3턴
C2A,E1B,C2AE1B,강화 LV.1 디스토션 + 강화 LV.2 스파크,10,6,1,0,0,0,3,3,0,0,0,0,0,,적에게 6데미지,적에게 10데미지,주변 모든 적 6데미지 + 손상 3턴
C2A,M1B,C2AM1B,강화 LV.1 디스토션 + 강화 LV.2 매혹,6,2,1,0,0,0,0,0,3,3,0,0,0,,적에게 6데미지,적에게 6데미지,주변 모든 적 2데미지 + 혼란 3턴
C2A,V1B,C2AV1B,강화 LV.1 디스토션 + 강화 LV.2 볼륨 업,18,6,1,0,0,0,0,0,0,0,0,0,0,,적에게 6데미지,적에게 18데미지,주변 모든 적 6데미지
C2A,G1B,C2AG1B,강화 LV.1 디스토션 + 강화 LV.2 저주,6,2,1,0,0,0,0,0,0,0,3,3,0,,적에게 6데미지,적에게 6데미지,주변 모든 적 2데미지 + 약화 3턴
C2B,F1B,C2BF1B,강화 LV.2 디스토션 + 강화 LV.2 화염,12,7,1,0,3,3,0,0,0,0,0,0,0,,적에게 9데미지,적에게 12데미지,주변 모든 적 7데미지 + 화상 3턴
C2B,E1B,C2BE1B,강화 LV.2 디스토션 + 강화 LV.2 스파크,13,8,1,0,0,0,3,3,0,0,0,0,0,,적에게 9데미지,적에게 13데미지,주변 모든 적 8데미지 + 손상 3턴
C2B,M1B,C2BM1B,강화 LV.2 디스토션 + 강화 LV.2 매혹,9,4,1,0,0,0,0,0,3,3,0,0,0,,적에게 9데미지,적에게 9데미지,주변 모든 적 4데미지 + 혼란 3턴
C2B,V1B,C2BV1B,강화 LV.2 디스토션 + 강화 LV.2 볼륨 업,27,12,1,0,0,0,0,0,0,0,0,0,0,,적에게 9데미지,적에게 27데미지,주변 모든 적 12데미지
C2B,G1B,C2BG1B,강화 LV.2 디스토션 + 강화 LV.2 저주,9,4,1,0,0,0,0,0,0,0,3,3,0,,적에게 9데미지,적에게 9데미지,주변 모든 적 4데미지 + 약화 3턴
C3A,F1B,C3CF1B,강화 LV.1 솔로(3타격) + 강화 LV.2 화염,3,0,3,3,6,0,0,0,0,0,0,0,0,,적에게 3데미지 무조건 3회 공격!,적에게 3데미지 무조건 3회 공격!,화상 3턴 + 3턴
C3A,E1B,C3CE1B,강화 LV.1 솔로(3타격) + 강화 LV.2 스파크,3,0,3,4,0,0,6,0,0,0,0,0,0,,적에게 3데미지 무조건 3회 공격!,적에게 3데미지 무조건 3회 공격!,손상 2턴 + 3턴
C3A,M1B,C3CM1B,강화 LV.1 솔로(3타격) + 강화 LV.2 매혹,3,0,3,0,0,0,0,0,6,0,0,0,0,,적에게 3데미지 무조건 3회 공격!,적에게 3데미지 무조건 3회 공격!,혼란 2턴 + 3턴
C3A,V1B,C3CV1B,강화 LV.1 솔로(3타격) + 강화 LV.2 볼륨 업,9,0,3,0,0,0,0,0,0,0,0,0,0,,적에게 9데미지 무조건 3회 공격!,적에게 9데미지 무조건 3회 공격!,기본 공격 데미지 추가!
C3A,G1B,C3CG1B,강화 LV.1 솔로(3타격) + 강화 LV.2 저주,3,0,3,0,0,0,0,0,0,0,6,0,0,,적에게 3데미지 무조건 3회 공격!,적에게 3데미지 무조건 3회 공격!,약화 2턴 + 3턴
C3B,F1B,C3DF1B,강화 LV.2 솔로(3타격) + 강화 LV.2 화염,4,0,3,3,6,0,0,0,0,0,0,0,0,,적에게 4데미지 무조건 3회 공격!,적에게 4데미지 무조건 3회 공격!,화상 3턴 + 3턴
C3B,E1B,C3DE1B,강화 LV.2 솔로(3타격) + 강화 LV.2 스파크,4,0,3,4,0,0,6,0,0,0,0,0,0,,적에게 4데미지 무조건 3회 공격!,적에게 4데미지 무조건 3회 공격!,손상 2턴 + 3턴
C3B,M1B,C3DM1B,강화 LV.2 솔로(3타격) + 강화 LV.2 매혹,4,0,3,0,0,0,0,0,6,0,0,0,0,,적에게 4데미지 무조건 3회 공격!,적에게 4데미지 무조건 3회 공격!,혼란 2턴 + 3턴
C3B,V1B,C3DV1B,강화 LV.2 솔로(3타격) + 강화 LV.2 볼륨 업,12,0,3,0,0,0,0,0,0,0,0,0,0,,적에게 12데미지 무조건 3회 공격!,적에게 12데미지 무조건 3회 공격!,기본 공격 데미지 추가!
C3B,G1B,C3DG1B,강화 LV.2 솔로(3타격) + 강화 LV.2 저주,4,0,3,0,0,0,0,0,0,0,6,0,0,,적에게 4데미지 무조건 3회 공격!,적에게 4데미지 무조건 3회 공격!,약화 2턴 + 3턴
C4A,F1B,C4AF1B,강화 LV.1 하모닉 웨이브 + 강화 LV.2 화염,9,0,1,0,3,0,0,0,0,0,0,0,5,,적에게 6데미지,적에게 9데미지,체력 5회복
C4A,E1B,C4AE1B,강화 LV.1 하모닉 웨이브 + 강화 LV.2 스파크,10,0,1,0,0,0,3,0,0,0,0,0,5,,적에게 6데미지,적에게 10데미지,체력 5회복
C4A,M1B,C4AM1B,강화 LV.1 하모닉 웨이브 + 강화 LV.2 매혹,6,0,1,0,0,0,0,0,3,0,0,0,3,,적에게 6데미지,적에게 6데미지,체력 3회복
C4A,V1B,C4AV1B,강화 LV.1 하모닉 웨이브 + 강화 LV.2 볼륨 업,18,0,1,0,0,0,0,0,0,0,0,0,9,,적에게 6데미지,적에게 18데미지,체력 9회복
C4A,G1B,C4AG1B,강화 LV.1 하모닉 웨이브 + 강화 LV.2 저주,6,0,1,0,0,0,0,0,0,0,3,0,3,,적에게 6데미지,적에게 6데미지,체력 3회복
C4B,F1B,C4BF1B,강화 LV.2 하모닉 웨이브 + 강화 LV.2 화염,12,0,1,0,3,0,0,0,0,0,0,0,6,,적에게 9데미지,적에게 12데미지,체력 6회복
C4B,E1B,C4BE1B,강화 LV.2 하모닉 웨이브 + 강화 LV.2 스파크,13,0,1,0,0,0,3,0,0,0,0,0,7,,적에게 9데미지,적에게 13데미지,체력 7회복
C4B,M1B,C4BM1B,강화 LV.2 하모닉 웨이브 + 강화 LV.2 매혹,9,0,1,0,0,0,0,0,3,0,0,0,5,,적에게 9데미지,적에게 9데미지,체력 5회복
C4B,V1B,C4BV1B,강화 LV.2 하모닉 웨이브 + 강화 LV.2 볼륨 업,27,0,1,0,0,0,0,0,0,0,0,0,14,,적에게 9데미지,적에게 27데미지,체력 14회복
C4B,G1B,C4BG1B,강화 LV.2 하모닉 웨이브 + 강화 LV.2 저주,9,0,1,0,0,0,0,0,0,0,3,0,5,,적에게 9데미지,적에게 9데미지,체력 5회복
C1A,F12,C1AF11,강화 LV.1 브레이크 + LV.2 화염,11,0,1,0,3,0,0,0,0,0,0,0,0,,적에게 9데미지,적에게 11데미지,적 화상 3턴 부여
C1A,E12,C1AE11,강화 LV.1 브레이크 + LV.2 스파크,12,0,1,0,0,0,3,0,0,0,0,0,0,,적에게 9데미지,적에게 12데미지,적 손상 3턴 부여
C1A,M12,C1AM11,강화 LV.1 브레이크 + LV.2 매혹,9,0,1,0,0,0,0,0,3,0,0,0,0,,적에게 9데미지,적에게 9데미지,적 혼란 3턴 부여
C1A,V12,C1AV11,강화 LV.1 브레이크 + LV.2 볼륨 업,23,0,1,0,0,0,0,0,0,0,0,0,0,,적에게 9데미지,적에게 22.5데미지,공격피해 100% 상승
C1A,G12,C1AG11,강화 LV.1 브레이크 + LV.2 저주,9,0,1,0,0,0,0,0,0,0,3,0,0,,적에게 9데미지,적에게 9데미지,적 약화 3턴 부여
C1B,F12,C1BF11,강화 LV.2 브레이크 + LV.2 화염,17,0,1,0,3,0,0,0,0,0,0,0,0,,적에게 15데미지,적에게 17데미지,적 화상 3턴 부여
C1B,E12,C1BE11,강화 LV.2 브레이크 + LV.2 스파크,18,0,1,0,0,0,3,0,0,0,0,0,0,,적에게 15데미지,적에게 18데미지,적 손상 3턴 부여
C1B,M12,C1BM11,강화 LV.2 브레이크 + LV.2 매혹,15,0,1,0,0,0,0,0,3,0,0,0,0,,적에게 15데미지,적에게 15데미지,적 혼란 3턴 부여
C1B,V12,C1BV11,강화 LV.2 브레이크 + LV.2 볼륨 업,38,0,1,0,0,0,0,0,0,0,0,0,0,,적에게 15데미지,적에게 37.5데미지,공격피해 100% 상승
C1B,G12,C1BG11,강화 LV.2 브레이크 + LV.2 저주,15,0,1,0,0,0,0,0,0,0,3,0,0,,적에게 15데미지,적에게 15데미지,적 약화 3턴 부여
C2A,F12,C2AF11,강화 LV.1 디스토션 + LV.2 화염,8,4,1,0,2,2,0,0,0,0,0,0,0,,적에게 6데미지,적에게 8데미지,주변 모든 적 4데미지 + 화상 2턴
C2A,E12,C2AE11,강화 LV.1 디스토션 + LV.2 스파크,9,5,1,0,0,0,2,2,0,0,0,0,0,,적에게 6데미지,적에게 9데미지,주변 모든 적 5데미지 + 손상 2턴
C2A,M12,C2AM11,강화 LV.1 디스토션 + LV.2 매혹,6,2,1,0,0,0,0,0,2,2,0,0,0,,적에게 6데미지,적에게 6데미지,주변 모든 적 2데미지 + 혼란 2턴
C2A,V12,C2AV11,강화 LV.1 디스토션 + LV.2 볼륨 업,12,4,1,0,0,0,0,0,0,0,0,0,0,,적에게 6데미지,적에게 12데미지,주변 모든 적 4데미지
C2A,G12,C2AG11,강화 LV.1 디스토션 + LV.2 저주,6,2,1,0,0,0,0,0,0,0,2,2,0,,적에게 6데미지,적에게 6데미지,주변 모든 적 2데미지 + 약화 2턴
C2B,F12,C2BF11,강화 LV.2 디스토션 + LV.2 화염,11,6,1,0,2,2,0,0,0,0,0,0,0,,적에게 9데미지,적에게 11데미지,주변 모든 적 6데미지 + 화상 2턴
C2B,E12,C2BE11,강화 LV.2 디스토션 + LV.2 스파크,12,7,1,0,0,0,2,2,0,0,0,0,0,,적에게 9데미지,적에게 12데미지,주변 모든 적 7데미지 + 손상 2턴
C2B,M12,C2BM11,강화 LV.2 디스토션 + LV.2 매혹,9,4,1,0,0,0,0,0,2,2,0,0,0,,적에게 9데미지,적에게 9데미지,주변 모든 적 4데미지 + 혼란 2턴
C2B,V12,C2BV11,강화 LV.2 디스토션 + LV.2 볼륨 업,18,8,1,0,0,0,0,0,0,0,0,0,0,,적에게 9데미지,적에게 18데미지,주변 모든 적 8데미지
C2B,G12,C2BG11,강화 LV.2 디스토션 + LV.2 저주,9,4,1,0,0,0,0,0,0,0,2,2,0,,적에게 9데미지,적에게 9데미지,주변 모든 적 4데미지 + 약화 2턴
C3A,F12,C3CF11,강화 LV.1 솔로(3타격) + LV.2 화염,3,0,3,2,5,0,0,0,0,0,0,0,0,,적에게 3데미지 무조건 3회 공격!,적에게 3데미지 무조건 3회 공격!,화상 2턴 + 3턴
C3A,E12,C3CE11,강화 LV.1 솔로(3타격) + LV.2 스파크,3,0,3,3,0,0,5,0,0,0,0,0,0,,적에게 3데미지 무조건 3회 공격!,적에게 3데미지 무조건 3회 공격!,손상 1턴 + 3턴
C3A,M12,C3CM11,강화 LV.1 솔로(3타격) + LV.2 매혹,3,0,3,0,0,0,0,0,5,0,0,0,0,,적에게 3데미지 무조건 3회 공격!,적에게 3데미지 무조건 3회 공격!,혼란 1턴 + 3턴
C3A,V12,C3CV11,강화 LV.1 솔로(3타격) + LV.2 볼륨 업,6,0,3,0,0,0,0,0,0,0,0,0,0,,적에게 6데미지 무조건 3회 공격!,적에게 6데미지 무조건 3회 공격!,기본 공격 데미지 추가!
C3A,G12,C3CG11,강화 LV.1 솔로(3타격) + LV.2 저주,3,0,3,0,0,0,0,0,0,0,5,0,0,,적에게 3데미지 무조건 3회 공격!,적에게 3데미지 무조건 3회 공격!,약화 1턴 + 3턴
C3B,F12,C3DF11,강화 LV.2 솔로(3타격) + LV.2 화염,4,0,3,2,5,0,0,0,0,0,0,0,0,,적에게 4데미지 무조건 3회 공격!,적에게 4데미지 무조건 3회 공격!,화상 2턴 + 3턴
C3B,E12,C3DE11,강화 LV.2 솔로(3타격) + LV.2 스파크,4,0,3,3,0,0,5,0,0,0,0,0,0,,적에게 4데미지 무조건 3회 공격!,적에게 4데미지 무조건 3회 공격!,손상 1턴 + 3턴
C3B,M12,C3DM11,강화 LV.2 솔로(3타격) + LV.2 매혹,4,0,3,0,0,0,0,0,5,0,0,0,0,,적에게 4데미지 무조건 3회 공격!,적에게 4데미지 무조건 3회 공격!,혼란 1턴 + 3턴
C3B,V12,C3DV11,강화 LV.2 솔로(3타격) + LV.2 볼륨 업,8,0,3,0,0,0,0,0,0,0,0,0,0,,적에게 8데미지 무조건 3회 공격!,적에게 8데미지 무조건 3회 공격!,기본 공격 데미지 추가!
C3B,G12,C3DG11,강화 LV.2 솔로(3타격) + LV.2 저주,4,0,3,0,0,0,0,0,0,0,5,0,0,,적에게 4데미지 무조건 3회 공격!,적에게 4데미지 무조건 3회 공격!,약화 1턴 + 3턴
C4A,F12,C4AF11,강화 LV.1 하모닉 웨이브 + LV.2 화염,8,0,1,0,2,0,0,0,0,0,0,0,4,,적에게 6데미지,적에게 8데미지,체력 4회복
C4A,E12,C4AE11,강화 LV.1 하모닉 웨이브 + LV.2 스파크,9,0,1,0,0,0,2,0,0,0,0,0,5,,적에게 6데미지,적에게 9데미지,체력 5회복
C4A,M12,C4AM11,강화 LV.1 하모닉 웨이브 + LV.2 매혹,6,0,1,0,0,0,0,0,2,0,0,0,3,,적에게 6데미지,적에게 6데미지,체력 3회복
C4A,V12,C4AV11,강화 LV.1 하모닉 웨이브 + LV.2 볼륨 업,12,0,1,0,0,0,0,0,0,0,0,0,6,,적에게 6데미지,적에게 12데미지,체력 6회복
C4A,G12,C4AG11,강화 LV.1 하모닉 웨이브 + LV.2 저주,6,0,1,0,0,0,0,0,0,0,2,0,3,,적에게 6데미지,적에게 6데미지,체력 3회복
C4B,F12,C4BF11,강화 LV.2 하모닉 웨이브 + LV.2 화염,11,0,1,0,2,0,0,0,0,0,0,0,6,,적에게 9데미지,적에게 11데미지,체력 6회복
C4B,E12,C4BE11,강화 LV.2 하모닉 웨이브 + LV.2 스파크,12,0,1,0,0,0,2,0,0,0,0,0,6,,적에게 9데미지,적에게 12데미지,체력 6회복
C4B,M12,C4BM11,강화 LV.2 하모닉 웨이브 + LV.2 매혹,9,0,1,0,0,0,0,0,2,0,0,0,5,,적에게 9데미지,적에게 9데미지,체력 5회복
C4B,V12,C4BV11,강화 LV.2 하모닉 웨이브 + LV.2 볼륨 업,18,0,1,0,0,0,0,0,0,0,0,0,9,,적에게 9데미지,적에게 18데미지,체력 9회복
C4B,G12,C4BG11,강화 LV.2 하모닉 웨이브 + LV.2 저주,9,0,1,0,0,0,0,0,0,0,2,0,5,,적에게 9데미지,적에게 9데미지,체력 5회복
